商品货号,货源,中国尺码,外国尺码,品牌,市场价,库存数量,类别,小类,性别,季节,折扣
AA8030-010,华东耐克渠道,40,40,耐克,999.0,2,鞋,网球鞋,男,18Q1,7.1
AA8030-010,华东耐克渠道,43,43,耐克,999.0,7,鞋,网球鞋,男,18Q1,7.1
AA8030-010,华东耐克渠道,42,42,耐克,999.0,2,鞋,网球鞋,男,18Q1,7.1
AA8030-010,华东耐克渠道,40.5,40.5,耐克,999.0,9,鞋,网球鞋,男,18Q1,7.1
AA8030-010,华东耐克渠道,42.5,42.5,耐克,999.0,7,鞋,网球鞋,男,18Q1,7.1
AA8030-010,华东耐克渠道,44.5,44.5,耐克,999.0,4,鞋,网球鞋,男,18Q1,7.1
AA8030-010,浙江小童渠道,40.5,40.5,耐克,999.0,3,鞋,网球鞋,男,18Q1,7.6
AA8030-010,浙江小童渠道,42,42,耐克,999.0,4,鞋,网球鞋,男,18Q1,7.6
AA8030-010,浙江小童渠道,43,43,耐克,999.0,3,鞋,网球鞋,男,18Q1,7.6
AA8030-010,浙江小童渠道,39,39,耐克,999.0,3,鞋,网球鞋,男,18Q1,7.6
AA8030-010,浙江小童渠道,45,45,耐克,999.0,5,鞋,网球鞋,男,18Q1,7.6
AA8030-010,浙江小童渠道,41,41,耐克,999.0,3,鞋,网球鞋,男,18Q1,7.6
AA8030-010,浙江小童渠道,40,40,耐克,999.0,3,鞋,网球鞋,男,18Q1,7.6
AA8030-010,浙江小童渠道,44,44,耐克,999.0,3,鞋,网球鞋,男,18Q1,7.6
AA8030-010,浙江小童渠道,46,46,耐克,999.0,6,鞋,网球鞋,男,18Q1,7.6
AA8030-010,浙江小童渠道,42.5,42.5,耐克,999.0,5,鞋,网球鞋,男,18Q1,7.6
AA8030-010,浙江小童渠道,44.5,44.5,耐克,999.0,9,鞋,网球鞋,男,18Q1,7.6
AA8030-010,深圳渠道,7,7,耐克,999.0,8,鞋,网球鞋,男,18Q1,6.3
AA8030-010,深圳渠道,9,9,耐克,999.0,23,鞋,网球鞋,男,18Q1,6.3
AA8030-010,深圳渠道,7.5,7.5,耐克,999.0,7,鞋,网球鞋,男,18Q1,6.3
AA8030-010,深圳渠道,8.5,8.5,耐克,999.0,30,鞋,网球鞋,男,18Q1,6.3
AA8030-010,深圳渠道,9.5,9.5,耐克,999.0,23,鞋,网球鞋,男,18Q1,6.3
AA8030-010,深圳渠道,10,10,耐克,999.0,4,鞋,网球鞋,男,18Q1,6.3
AA8030-010,深圳渠道,8,8,耐克,999.0,32,鞋,网球鞋,男,18Q1,6.3
AA2160-002,九江综合渠道,8.5,8.5,耐克,549.0,7,鞋,板鞋/休闲鞋,男,18Q1,6.4
AA2160-002,九江综合渠道,10,10,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.4
AA2160-002,九江综合渠道,7.5,7.5,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.4
AA2160-002,九江综合渠道,7,7,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.4
AA2160-002,九江综合渠道,8,8,耐克,549.0,8,鞋,板鞋/休闲鞋,男,18Q1,6.4
AA2160-002,九江综合渠道,9,9,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.4
AA2160-002,九江综合渠道,9.5,9.5,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.4
AA2160-002,九江综合渠道,39,6.5,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.4
AA2160-002,江西T渠道,39,6.5,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.05
AA2160-002,江西T渠道,40,40,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.05
AA2160-002,江西T渠道,42,42,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,6.05
AA2160-002,江西T渠道,41,41,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,6.05
AA2160-002,江西T渠道,43,43,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.05
AA2160-002,江西T渠道,44,44,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.05
AA2160-002,江西T渠道,40.5,40.5,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.05
AA2160-002,江西T渠道,42.5,42.5,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.05
AA2160-002,海南滔博,8.5,8.5,耐克,549.0,27,鞋,板鞋/休闲鞋,男,18Q1,6.2
AA2160-002,海南滔博,10,10,耐克,549.0,12,鞋,板鞋/休闲鞋,男,18Q1,6.2
AA2160-002,海南滔博,7.5,7.5,耐克,549.0,8,鞋,板鞋/休闲鞋,男,18Q1,6.2
AA2160-002,海南滔博,7,7,耐克,549.0,7,鞋,板鞋/休闲鞋,男,18Q1,6.2
AA2160-002,海南滔博,8,8,耐克,549.0,33,鞋,板鞋/休闲鞋,男,18Q1,6.2
AA2160-002,海南滔博,9,9,耐克,549.0,33,鞋,板鞋/休闲鞋,男,18Q1,6.2
AA2160-002,海南滔博,9.5,9.5,耐克,549.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.2
AA2160-002,武汉渠道,8.5,8.5,耐克,549.0,7,鞋,板鞋/休闲鞋,男,18Q1,6.3
AA2160-002,武汉渠道,8,8,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.3
AA2160-002,武汉渠道,39,6.5,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.3
AA2160-002,武汉渠道,9.5,9.5,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.3
AA2160-002,华东耐克渠道,39,6.5,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,7.1
AA2160-002,华东耐克渠道,44,44,耐克,549.0,10,鞋,板鞋/休闲鞋,男,18Q1,7.1
AA2160-002,华东耐克渠道,43,43,耐克,549.0,5,鞋,板鞋/休闲鞋,男,18Q1,7.1
AA2160-002,华东耐克渠道,41,41,耐克,549.0,6,鞋,板鞋/休闲鞋,男,18Q1,7.1
AA2160-002,华东耐克渠道,42.5,42.5,耐克,549.0,7,鞋,板鞋/休闲鞋,男,18Q1,7.1
AA2160-002,华东耐克渠道,40.5,40.5,耐克,549.0,7,鞋,板鞋/休闲鞋,男,18Q1,7.1
AA2160-002,华东耐克渠道,40,40,耐克,549.0,7,鞋,板鞋/休闲鞋,男,18Q1,7.1
AA2160-002,华东耐克渠道,42,42,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.1
AA2160-002,华东耐克渠道,45,45,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,7.1
AA2160-002,华东耐克渠道,46,46,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,7.1
AA2160-002,华东耐克渠道,38.5,38.5,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,7.1
AA2160-002,华东耐克渠道,44.5,44.5,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.1
AA2160-002,浙江小童渠道,39,6.5,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.6
AA2160-002,浙江小童渠道,44,44,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.6
AA2160-002,浙江小童渠道,43,43,耐克,549.0,5,鞋,板鞋/休闲鞋,男,18Q1,7.6
AA2160-002,浙江小童渠道,41,41,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,7.6
AA2160-002,浙江小童渠道,42.5,42.5,耐克,549.0,8,鞋,板鞋/休闲鞋,男,18Q1,7.6
AA2160-002,浙江小童渠道,40.5,40.5,耐克,549.0,7,鞋,板鞋/休闲鞋,男,18Q1,7.6
AA2160-002,浙江小童渠道,40,40,耐克,549.0,8,鞋,板鞋/休闲鞋,男,18Q1,7.6
AA2160-002,浙江小童渠道,42,42,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.6
AA2160-002,浙江小童渠道,38.5,38.5,耐克,549.0,8,鞋,板鞋/休闲鞋,男,18Q1,7.6
AA2160-002,浙江小童渠道,45,45,耐克,549.0,5,鞋,板鞋/休闲鞋,男,18Q1,7.6
AA2160-002,浙江小童渠道,46,46,耐克,549.0,5,鞋,板鞋/休闲鞋,男,18Q1,7.6
AA2160-002,浙江小童渠道,44.5,44.5,耐克,549.0,5,鞋,板鞋/休闲鞋,男,18Q1,7.6
AA2160-002,华南综合2仓,39,6.5,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,6.0
AA2160-002,华南综合2仓,8.5,8.5,耐克,549.0,39,鞋,板鞋/休闲鞋,男,18Q1,6.0
AA2160-002,华南综合2仓,10,10,耐克,549.0,16,鞋,板鞋/休闲鞋,男,18Q1,6.0
AA2160-002,华南综合2仓,7.5,7.5,耐克,549.0,24,鞋,板鞋/休闲鞋,男,18Q1,6.0
AA2160-002,华南综合2仓,7,7,耐克,549.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.0
AA2160-002,华南综合2仓,8,8,耐克,549.0,43,鞋,板鞋/休闲鞋,男,18Q1,6.0
AA2160-002,华南综合2仓,9,9,耐克,549.0,33,鞋,板鞋/休闲鞋,男,18Q1,6.0
AA2160-002,华南综合2仓,9.5,9.5,耐克,549.0,23,鞋,板鞋/休闲鞋,男,18Q1,6.0
AA2160-002,福州T渠道,39,6.5,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,福州T渠道,44,44,耐克,549.0,8,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,福州T渠道,43,43,耐克,549.0,11,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,福州T渠道,41,41,耐克,549.0,20,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,福州T渠道,42.5,42.5,耐克,549.0,12,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,福州T渠道,40.5,40.5,耐克,549.0,11,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,福州T渠道,40,40,耐克,549.0,10,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,福州T渠道,42,42,耐克,549.0,19,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,厦门店铺渠道,8.5,8.5,耐克,549.0,12,鞋,板鞋/休闲鞋,男,18Q1,5.9
AA2160-002,厦门店铺渠道,10,10,耐克,549.0,7,鞋,板鞋/休闲鞋,男,18Q1,5.9
AA2160-002,厦门店铺渠道,7.5,7.5,耐克,549.0,8,鞋,板鞋/休闲鞋,男,18Q1,5.9
AA2160-002,厦门店铺渠道,7,7,耐克,549.0,6,鞋,板鞋/休闲鞋,男,18Q1,5.9
AA2160-002,厦门店铺渠道,8,8,耐克,549.0,10,鞋,板鞋/休闲鞋,男,18Q1,5.9
AA2160-002,厦门店铺渠道,9,9,耐克,549.0,10,鞋,板鞋/休闲鞋,男,18Q1,5.9
AA2160-002,厦门店铺渠道,9.5,9.5,耐克,549.0,7,鞋,板鞋/休闲鞋,男,18Q1,5.9
AA2160-002,厦门T渠道,44,44,耐克,549.0,5,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,厦门T渠道,43,43,耐克,549.0,5,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,厦门T渠道,41,41,耐克,549.0,9,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,厦门T渠道,42.5,42.5,耐克,549.0,10,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,厦门T渠道,40.5,40.5,耐克,549.0,7,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,厦门T渠道,40,40,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,厦门T渠道,42,42,耐克,549.0,9,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,泉州综合渠道,44,44,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,泉州综合渠道,43,43,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,泉州综合渠道,41,41,耐克,549.0,11,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,泉州综合渠道,42.5,42.5,耐克,549.0,7,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,泉州综合渠道,40.5,40.5,耐克,549.0,5,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,泉州综合渠道,40,40,耐克,549.0,5,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,泉州综合渠道,42,42,耐克,549.0,7,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,福建A渠道,39,6.5,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,福建A渠道,44,44,耐克,549.0,8,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,福建A渠道,43,43,耐克,549.0,11,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,福建A渠道,41,41,耐克,549.0,20,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,福建A渠道,42.5,42.5,耐克,549.0,12,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,福建A渠道,40.5,40.5,耐克,549.0,11,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,福建A渠道,40,40,耐克,549.0,10,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,福建A渠道,42,42,耐克,549.0,19,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,江苏李宁仓,39,6.5,耐克,549.0,6,鞋,板鞋/休闲鞋,男,18Q1,6.77
AA2160-002,江苏李宁仓,44,44,耐克,549.0,7,鞋,板鞋/休闲鞋,男,18Q1,6.77
AA2160-002,江苏李宁仓,43,43,耐克,549.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.77
AA2160-002,江苏李宁仓,41,41,耐克,549.0,26,鞋,板鞋/休闲鞋,男,18Q1,6.77
AA2160-002,江苏李宁仓,42.5,42.5,耐克,549.0,37,鞋,板鞋/休闲鞋,男,18Q1,6.77
AA2160-002,江苏李宁仓,40.5,40.5,耐克,549.0,22,鞋,板鞋/休闲鞋,男,18Q1,6.77
AA2160-002,江苏李宁仓,40,40,耐克,549.0,16,鞋,板鞋/休闲鞋,男,18Q1,6.77
AA2160-002,江苏李宁仓,42,42,耐克,549.0,34,鞋,板鞋/休闲鞋,男,18Q1,6.77
AA2160-002,江苏李宁仓,45,45,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.77
AA2160-002,江苏李宁仓,44.5,44.5,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,6.77
AA2160-002,上海G仓,9,9,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,上海G仓,9.5,9.5,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,5.95
AA2160-002,佛山滔博,39,6.5,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.2
AA2160-002,佛山滔博,8.5,8.5,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.2
AA2160-002,佛山滔博,7.5,7.5,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.2
AA2160-002,佛山滔博,7,7,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.2
AA2160-002,佛山滔博,8,8,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,6.2
AA2160-002,佛山滔博,9,9,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.2
AA2160-002,佛山滔博,9.5,9.5,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.2
AA2160-002,广东渠道,39,6.5,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA2160-002,广东渠道,8.5,8.5,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA2160-002,广东渠道,10,10,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA2160-002,广东渠道,7.5,7.5,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA2160-002,广东渠道,7,7,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA2160-002,广东渠道,8,8,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA2160-002,广东渠道,9,9,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA2160-002,广东渠道,9.5,9.5,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA2160-002,广东渠道,11,11,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA2160-002,广东渠道,12,12,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA2160-002,广东渠道,10.5,10.5,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA2160-002,北京综合渠道,39,6.5,耐克,549.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.73
AA2160-002,北京综合渠道,44,44,耐克,549.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.73
AA2160-002,北京综合渠道,43,43,耐克,549.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.73
AA2160-002,北京综合渠道,41,41,耐克,549.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.73
AA2160-002,北京综合渠道,42.5,42.5,耐克,549.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.73
AA2160-002,北京综合渠道,40.5,40.5,耐克,549.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.73
AA2160-002,北京综合渠道,40,40,耐克,549.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.73
AA2160-002,北京综合渠道,42,42,耐克,549.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.73
AA2160-002,北京综合渠道,45,45,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,6.73
AA2160-002,北京综合渠道,44.5,44.5,耐克,549.0,6,鞋,板鞋/休闲鞋,男,18Q1,6.73
AA2160-002,东北综合店铺3,8.5,8.5,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.4
AA2160-002,东北综合店铺3,10,10,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.4
AA2160-002,东北综合店铺3,7.5,7.5,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.4
AA2160-002,东北综合店铺3,7,7,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.4
AA2160-002,东北综合店铺3,8,8,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.4
AA2160-002,东北综合店铺3,9,9,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.4
AA2160-002,东北综合店铺3,9.5,9.5,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.4
922475-007,东北综合店铺2,8.5,8.5,耐克,699.0,2,鞋,跑步鞋,男,18Q1,8.6
922475-007,东北综合店铺2,10,10,耐克,699.0,1,鞋,跑步鞋,男,18Q1,8.6
922475-007,东北综合店铺2,8,8,耐克,699.0,2,鞋,跑步鞋,男,18Q1,8.6
922475-007,东北综合店铺2,9.5,9.5,耐克,699.0,2,鞋,跑步鞋,男,18Q1,8.6
922475-007,东北综合店铺2,9,9,耐克,699.0,2,鞋,跑步鞋,男,18Q1,8.6
AA4275-001,成都T仓库,10,10,耐克,899.0,2,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA4275-001,成都T仓库,8,8,耐克,899.0,8,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA4275-001,成都T仓库,7,7,耐克,899.0,3,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA4275-001,成都T仓库,7.5,7.5,耐克,899.0,8,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA4275-001,成都T仓库,6.5,6.5,耐克,899.0,3,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA4275-001,成都T仓库,9.5,9.5,耐克,899.0,4,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA4275-001,成都T仓库,8.5,8.5,耐克,899.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA4275-001,成都T仓库,9,9,耐克,899.0,8,鞋,板鞋/休闲鞋,男,18Q1,8.1
AA4275-001,陕西新百伦渠道,8,8,耐克,899.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.35
AA4275-001,陕西新百伦渠道,7,7,耐克,899.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.35
AA4275-001,陕西新百伦渠道,8.5,8.5,耐克,899.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.35
AH8396-004,华东耐克渠道,42.5,42.5,耐克,1099.0,8,鞋,跑步鞋,男,18Q1,7.1
AH8396-004,华东耐克渠道,41,41,耐克,1099.0,4,鞋,跑步鞋,男,18Q1,7.1
AH8396-004,华东耐克渠道,42,42,耐克,1099.0,5,鞋,跑步鞋,男,18Q1,7.1
AH8396-004,华东耐克渠道,40,40,耐克,1099.0,3,鞋,跑步鞋,男,18Q1,7.1
AH8396-004,华东耐克渠道,39,39,耐克,1099.0,5,鞋,跑步鞋,男,18Q1,7.1
AH8396-004,华东耐克渠道,40.5,40.5,耐克,1099.0,7,鞋,跑步鞋,男,18Q1,7.1
344082-036,河南综合仓,44.5,10.5,耐克,599.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.9
344082-036,河南综合仓,42,8.5,耐克,599.0,7,鞋,板鞋/休闲鞋,男,18Q1,6.9
344082-036,河南综合仓,40,7,耐克,599.0,5,鞋,板鞋/休闲鞋,男,18Q1,6.9
344082-036,河南综合仓,40.5,7.5,耐克,599.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.9
344082-036,河南综合仓,42.5,9,耐克,599.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.9
344082-036,河南综合仓,41,8,耐克,599.0,9,鞋,板鞋/休闲鞋,男,18Q1,6.9
344082-036,河南综合仓,44,10,耐克,599.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.9
344082-036,河南综合仓,43,9.5,耐克,599.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.9
344082-036,深圳领跑渠道,44,10,耐克,599.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.0
344082-036,深圳领跑渠道,43,9.5,耐克,599.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.0
902820-600,天津特价2仓,10,10,耐克,749.0,5,鞋,板鞋/休闲鞋,男,18Q1,7.3
902820-600,天津特价2仓,35,35,耐克,749.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.3
902820-600,天津特价2仓,9.5,9.5,耐克,749.0,6,鞋,板鞋/休闲鞋,男,18Q1,7.3
902820-600,天津特价2仓,9,9,耐克,749.0,7,鞋,板鞋/休闲鞋,男,18Q1,7.3
902820-600,天津特价2仓,8,8,耐克,749.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.3
902820-600,天津特价2仓,38,38,耐克,749.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.3
902820-600,天津特价2仓,8.5,8.5,耐克,749.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.3
916771-100,华东耐克渠道,42.5,9,耐克,699.0,3,鞋,跑步鞋,男,18Q1,7.1
916771-100,华东耐克渠道,39,6.5,耐克,699.0,6,鞋,跑步鞋,男,18Q1,7.1
916771-100,华东耐克渠道,44,10,耐克,699.0,6,鞋,跑步鞋,男,18Q1,7.1
916771-100,华东耐克渠道,45,11,耐克,699.0,6,鞋,跑步鞋,男,18Q1,7.1
916771-100,华东耐克渠道,46,46,耐克,699.0,9,鞋,跑步鞋,男,18Q1,7.1
916771-100,华东耐克渠道,40,7,耐克,699.0,6,鞋,跑步鞋,男,18Q1,7.1
916771-100,华东耐克渠道,41,8,耐克,699.0,4,鞋,跑步鞋,男,18Q1,7.1
916771-100,华东耐克渠道,42,8.5,耐克,699.0,6,鞋,跑步鞋,男,18Q1,7.1
916771-100,华东耐克渠道,43,9.5,耐克,699.0,2,鞋,跑步鞋,男,18Q1,7.1
916771-100,华东耐克渠道,40.5,7.5,耐克,699.0,4,鞋,跑步鞋,男,18Q1,7.1
916771-100,华东耐克渠道,44.5,10.5,耐克,699.0,6,鞋,跑步鞋,男,18Q1,7.1
916771-100,华东耐克渠道,38.5,38.5,耐克,699.0,5,鞋,跑步鞋,男,18Q1,7.1
916771-100,浙江小童渠道,42.5,9,耐克,699.0,5,鞋,跑步鞋,男,18Q1,7.6
916771-100,浙江小童渠道,43,9.5,耐克,699.0,9,鞋,跑步鞋,男,18Q1,7.6
916771-100,浙江小童渠道,42,8.5,耐克,699.0,6,鞋,跑步鞋,男,18Q1,7.6
916771-100,浙江小童渠道,41,8,耐克,699.0,9,鞋,跑步鞋,男,18Q1,7.6
916771-100,浙江小童渠道,40,7,耐克,699.0,4,鞋,跑步鞋,男,18Q1,7.6
916771-100,浙江小童渠道,46,46,耐克,699.0,9,鞋,跑步鞋,男,18Q1,7.6
916771-100,浙江小童渠道,45,11,耐克,699.0,6,鞋,跑步鞋,男,18Q1,7.6
916771-100,浙江小童渠道,44,10,耐克,699.0,7,鞋,跑步鞋,男,18Q1,7.6
916771-100,浙江小童渠道,39,6.5,耐克,699.0,8,鞋,跑步鞋,男,18Q1,7.6
916771-100,浙江小童渠道,40.5,7.5,耐克,699.0,3,鞋,跑步鞋,男,18Q1,7.6
916771-100,浙江小童渠道,44.5,10.5,耐克,699.0,5,鞋,跑步鞋,男,18Q1,7.6
916771-100,浙江小童渠道,38.5,38.5,耐克,699.0,4,鞋,跑步鞋,男,18Q1,7.6
916771-100,天马总仓1仓,44,10,耐克,699.0,1,鞋,跑步鞋,男,18Q1,6.3
916771-100,天马总仓1仓,39,6.5,耐克,699.0,3,鞋,跑步鞋,男,18Q1,6.3
916771-100,天马总仓1仓,40,7,耐克,699.0,5,鞋,跑步鞋,男,18Q1,6.3
916771-100,天马总仓1仓,40.5,7.5,耐克,699.0,4,鞋,跑步鞋,男,18Q1,6.3
916771-100,天马总仓1仓,41,8,耐克,699.0,11,鞋,跑步鞋,男,18Q1,6.3
916771-100,天马总仓1仓,42,8.5,耐克,699.0,15,鞋,跑步鞋,男,18Q1,6.3
916771-100,天马总仓1仓,42.5,9,耐克,699.0,3,鞋,跑步鞋,男,18Q1,6.3
916771-100,天马总仓1仓,43,9.5,耐克,699.0,14,鞋,跑步鞋,男,18Q1,6.3
916771-100,公司自营店2,44,10,耐克,699.0,3,鞋,跑步鞋,男,18Q1,6.3
916771-100,公司自营店2,44.5,10.5,耐克,699.0,3,鞋,跑步鞋,男,18Q1,6.3
916771-100,公司自营店2,45,11,耐克,699.0,2,鞋,跑步鞋,男,18Q1,6.3
916771-100,公司自营店2,39,6.5,耐克,699.0,1,鞋,跑步鞋,男,18Q1,6.3
916771-100,公司自营店2,40,7,耐克,699.0,2,鞋,跑步鞋,男,18Q1,6.3
916771-100,公司自营店2,40.5,7.5,耐克,699.0,2,鞋,跑步鞋,男,18Q1,6.3
916771-100,公司自营店2,41,8,耐克,699.0,2,鞋,跑步鞋,男,18Q1,6.3
916771-100,公司自营店2,42,8.5,耐克,699.0,2,鞋,跑步鞋,男,18Q1,6.3
916771-100,公司自营店2,42.5,9,耐克,699.0,2,鞋,跑步鞋,男,18Q1,6.3
916771-100,公司自营店2,43,9.5,耐克,699.0,2,鞋,跑步鞋,男,18Q1,6.3
916771-100,步行中街阿迪店,44,10,耐克,699.0,1,鞋,跑步鞋,男,18Q1,6.3
916771-100,步行中街阿迪店,44.5,10.5,耐克,699.0,1,鞋,跑步鞋,男,18Q1,6.3
916771-100,步行中街阿迪店,39,6.5,耐克,699.0,1,鞋,跑步鞋,男,18Q1,6.3
