商品货号,货源,中国尺码,外国尺码,品牌,市场价,库存数量,类别,小类,性别,季节,折扣
AO8997-081,上海A库存,43,43,耐克,629.0,4,鞋,足球鞋,男,18Q1,6.1
AO8997-081,上海A库存,42,42,耐克,629.0,5,鞋,足球鞋,男,18Q1,6.1
AO8997-081,天马总仓1仓,44,10,耐克,629.0,12,鞋,足球鞋,男,18Q1,6.4
AO8997-081,天马总仓1仓,44.5,10.5,耐克,629.0,8,鞋,足球鞋,男,18Q1,6.4
AO8997-081,天马总仓1仓,45,11,耐克,629.0,4,鞋,足球鞋,男,18Q1,6.4
AO8997-081,天马总仓1仓,39,6.5,耐克,629.0,6,鞋,足球鞋,男,18Q1,6.4
AO8997-081,天马总仓1仓,40,7,耐克,629.0,23,鞋,足球鞋,男,18Q1,6.4
AO8997-081,天马总仓1仓,40.5,7.5,耐克,629.0,13,鞋,足球鞋,男,18Q1,6.4
AO8997-081,天马总仓1仓,8,8,耐克,629.0,35,鞋,足球鞋,男,18Q1,6.4
AO8997-081,天马总仓1仓,8.5,8.5,耐克,629.0,32,鞋,足球鞋,男,18Q1,6.4
AO8997-081,天马总仓1仓,9,9,耐克,629.0,10,鞋,足球鞋,男,18Q1,6.4
AO8997-081,天马总仓1仓,9.5,9.5,耐克,629.0,39,鞋,足球鞋,男,18Q1,6.4
AO8997-081,江苏李宁2仓,39,6.5,耐克,629.0,4,鞋,足球鞋,男,18Q1,7.95
AO8997-081,江苏李宁2仓,44.5,10.5,耐克,629.0,6,鞋,足球鞋,男,18Q1,7.95
AO8997-081,江苏李宁2仓,40,7,耐克,629.0,4,鞋,足球鞋,男,18Q1,7.95
AO8997-081,江苏李宁2仓,41,41,耐克,629.0,5,鞋,足球鞋,男,18Q1,7.95
AO8997-081,江苏李宁2仓,40.5,7.5,耐克,629.0,3,鞋,足球鞋,男,18Q1,7.95
AO8997-081,江苏李宁2仓,42.5,42.5,耐克,629.0,5,鞋,足球鞋,男,18Q1,7.95
AO8997-081,江苏李宁2仓,45,11,耐克,629.0,3,鞋,足球鞋,男,18Q1,7.95
AO8997-081,江苏李宁2仓,44,10,耐克,629.0,5,鞋,足球鞋,男,18Q1,7.95
AO8997-081,江苏李宁2仓,43,43,耐克,629.0,4,鞋,足球鞋,男,18Q1,7.95
AO8997-081,江苏李宁2仓,42,42,耐克,629.0,5,鞋,足球鞋,男,18Q1,7.95
AO8997-081,山东户外3仓,39,6.5,耐克,629.0,5,鞋,足球鞋,男,18Q1,7.93
AO8997-081,山东户外3仓,44.5,10.5,耐克,629.0,7,鞋,足球鞋,男,18Q1,7.93
AO8997-081,山东户外3仓,40,7,耐克,629.0,26,鞋,足球鞋,男,18Q1,7.93
AO8997-081,山东户外3仓,41,41,耐克,629.0,38,鞋,足球鞋,男,18Q1,7.93
AO8997-081,山东户外3仓,40.5,7.5,耐克,629.0,12,鞋,足球鞋,男,18Q1,7.93
AO8997-081,山东户外3仓,42.5,42.5,耐克,629.0,9,鞋,足球鞋,男,18Q1,7.93
AO8997-081,山东户外3仓,45,11,耐克,629.0,3,鞋,足球鞋,男,18Q1,7.93
AO8997-081,山东户外3仓,44,10,耐克,629.0,11,鞋,足球鞋,男,18Q1,7.93
AO8997-081,山东户外3仓,43,43,耐克,629.0,42,鞋,足球鞋,男,18Q1,7.93
AO8997-081,山东户外3仓,42,42,耐克,629.0,35,鞋,足球鞋,男,18Q1,7.93
653485-001,东北特价店铺,10,10,耐克,449.0,7,鞋,板鞋/休闲鞋,男,18Q1,6.43
653485-001,东北特价店铺,7.5,7.5,耐克,449.0,5,鞋,板鞋/休闲鞋,男,18Q1,6.43
653485-001,东北特价店铺,8.5,8.5,耐克,449.0,14,鞋,板鞋/休闲鞋,男,18Q1,6.43
653485-001,东北特价店铺,8,8,耐克,449.0,13,鞋,板鞋/休闲鞋,男,18Q1,6.43
653485-001,东北特价店铺,9,9,耐克,449.0,11,鞋,板鞋/休闲鞋,男,18Q1,6.43
653485-001,东北特价店铺,7,7,耐克,449.0,4,鞋,板鞋/休闲鞋,男,18Q1,6.43
653485-001,东北特价店铺,9.5,9.5,耐克,449.0,13,鞋,板鞋/休闲鞋,男,18Q1,6.43
653485-001,湖北活动渠道,40.5,40.5,耐克,449.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.18
653485-001,湖北活动渠道,41,41,耐克,449.0,11,鞋,板鞋/休闲鞋,男,18Q1,6.18
653485-001,湖北活动渠道,40,40,耐克,449.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.18
653485-001,湖北活动渠道,43,43,耐克,449.0,11,鞋,板鞋/休闲鞋,男,18Q1,6.18
653485-001,湖北活动渠道,42,42,耐克,449.0,12,鞋,板鞋/休闲鞋,男,18Q1,6.18
653485-001,湖北活动渠道,42.5,42.5,耐克,449.0,9,鞋,板鞋/休闲鞋,男,18Q1,6.18
653485-001,广东特价渠道,40.5,40.5,耐克,449.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.09
653485-001,广东特价渠道,41,41,耐克,449.0,11,鞋,板鞋/休闲鞋,男,18Q1,7.09
653485-001,广东特价渠道,40,40,耐克,449.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.09
653485-001,广东特价渠道,44,44,耐克,449.0,5,鞋,板鞋/休闲鞋,男,18Q1,7.09
653485-001,广东特价渠道,43,43,耐克,449.0,11,鞋,板鞋/休闲鞋,男,18Q1,7.09
653485-001,广东特价渠道,42,42,耐克,449.0,12,鞋,板鞋/休闲鞋,男,18Q1,7.09
653485-001,广东特价渠道,42.5,42.5,耐克,449.0,9,鞋,板鞋/休闲鞋,男,18Q1,7.09
653485-001,广东渠道,13,13,耐克,449.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.7
653485-001,广东渠道,10,10,耐克,449.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.7
653485-001,广东渠道,9.5,9.5,耐克,449.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.7
653485-001,广东渠道,7.5,7.5,耐克,449.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.7
653485-001,广东渠道,7,7,耐克,449.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.7
653485-001,广东渠道,8,8,耐克,449.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.7
653485-001,广东渠道,9,9,耐克,449.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.7
653485-001,广东渠道,6,6,耐克,449.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.7
653485-001,广东渠道,6.5,6.5,耐克,449.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.7
653485-001,天津特价2仓,10.5,10.5,耐克,449.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.2
653485-001,天津特价2仓,13,13,耐克,449.0,5,鞋,板鞋/休闲鞋,男,18Q1,6.2
653485-001,天津特价2仓,12,12,耐克,449.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.2
653485-001,天津特价2仓,11,11,耐克,449.0,5,鞋,板鞋/休闲鞋,男,18Q1,6.2
653485-001,天津特价2仓,10,10,耐克,449.0,8,鞋,板鞋/休闲鞋,男,18Q1,6.2
653485-001,天津特价2仓,9.5,9.5,耐克,449.0,9,鞋,板鞋/休闲鞋,男,18Q1,6.2
653485-001,天津特价2仓,7.5,7.5,耐克,449.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.2
653485-001,天津特价2仓,8.5,8.5,耐克,449.0,10,鞋,板鞋/休闲鞋,男,18Q1,6.2
653485-001,天津特价2仓,7,7,耐克,449.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.2
653485-001,天津特价2仓,8,8,耐克,449.0,9,鞋,板鞋/休闲鞋,男,18Q1,6.2
653485-001,天津特价2仓,9,9,耐克,449.0,9,鞋,板鞋/休闲鞋,男,18Q1,6.2
AH7246-080,广东特价渠道,42.5,42.5,耐克,799.0,5,鞋,足球鞋,男,18Q1,3.4
AH7246-080,广东特价渠道,44,44,耐克,799.0,3,鞋,足球鞋,男,18Q1,3.4
AH7246-080,广东特价渠道,42,42,耐克,799.0,6,鞋,足球鞋,男,18Q1,3.4
AH7246-080,广东特价渠道,43,43,耐克,799.0,3,鞋,足球鞋,男,18Q1,3.4
AH7246-080,广东特价渠道,41,41,耐克,799.0,6,鞋,足球鞋,男,18Q1,3.4
AH7246-080,深圳2仓,9,9,耐克,799.0,6,鞋,足球鞋,男,18Q1,3.59
AH7246-080,深圳2仓,8,8,耐克,799.0,8,鞋,足球鞋,男,18Q1,3.59
AH7246-080,深圳2仓,9.5,9.5,耐克,799.0,5,鞋,足球鞋,男,18Q1,3.59
AH7246-080,深圳2仓,8.5,8.5,耐克,799.0,8,鞋,足球鞋,男,18Q1,3.59
AH7246-080,深圳2仓,10,10,耐克,799.0,5,鞋,足球鞋,男,18Q1,3.59
AA4079-007,江苏李宁仓,39,6.5,耐克,869.0,19,鞋,跑步鞋,男,18Q1,7.67
AA4079-007,江苏李宁仓,45,11,耐克,869.0,5,鞋,跑步鞋,男,18Q1,7.67
AA4079-007,江苏李宁仓,43,9.5,耐克,869.0,39,鞋,跑步鞋,男,18Q1,7.67
AA4079-007,江苏李宁仓,44,10,耐克,869.0,13,鞋,跑步鞋,男,18Q1,7.67
AA4079-007,江苏李宁仓,41,8,耐克,869.0,31,鞋,跑步鞋,男,18Q1,7.67
AA4079-007,江苏李宁仓,42,8.5,耐克,869.0,37,鞋,跑步鞋,男,18Q1,7.67
AA4079-007,江苏李宁仓,40,7,耐克,869.0,29,鞋,跑步鞋,男,18Q1,7.67
AA4079-007,江苏李宁仓,40.5,7.5,耐克,869.0,25,鞋,跑步鞋,男,18Q1,7.67
AA4079-007,江苏李宁仓,44.5,10.5,耐克,869.0,5,鞋,跑步鞋,男,18Q1,7.67
AA4079-007,江苏李宁仓,42.5,9,耐克,869.0,33,鞋,跑步鞋,男,18Q1,7.67
AA4079-007,中山2仓,42.5,9,耐克,869.0,2,鞋,跑步鞋,男,18Q1,6.5
AA4079-007,中山2仓,40,7,耐克,869.0,1,鞋,跑步鞋,男,18Q1,6.5
AA4079-007,中山2仓,41,8,耐克,869.0,2,鞋,跑步鞋,男,18Q1,6.5
AA4079-007,中山2仓,42,8.5,耐克,869.0,1,鞋,跑步鞋,男,18Q1,6.5
AA4079-007,中山2仓,43,9.5,耐克,869.0,2,鞋,跑步鞋,男,18Q1,6.5
AA4079-007,中山2仓,40.5,7.5,耐克,869.0,2,鞋,跑步鞋,男,18Q1,6.5
AA4079-007,中山2仓,44,10,耐克,869.0,1,鞋,跑步鞋,男,18Q1,6.5
AA4079-007,深圳2仓,39,6.5,耐克,869.0,10,鞋,跑步鞋,男,18Q1,7.53
AA4079-007,深圳2仓,43,9.5,耐克,869.0,11,鞋,跑步鞋,男,18Q1,7.53
AA4079-007,深圳2仓,41,8,耐克,869.0,18,鞋,跑步鞋,男,18Q1,7.53
AA4079-007,深圳2仓,44,10,耐克,869.0,6,鞋,跑步鞋,男,18Q1,7.53
AA4079-007,深圳2仓,40,7,耐克,869.0,7,鞋,跑步鞋,男,18Q1,7.53
AA4079-007,深圳2仓,42,8.5,耐克,869.0,20,鞋,跑步鞋,男,18Q1,7.53
AA4079-007,深圳2仓,44.5,10.5,耐克,869.0,3,鞋,跑步鞋,男,18Q1,7.53
AA4079-007,深圳2仓,40.5,7.5,耐克,869.0,6,鞋,跑步鞋,男,18Q1,7.53
AA4079-007,深圳2仓,42.5,9,耐克,869.0,13,鞋,跑步鞋,男,18Q1,7.53
AA4079-007,东北综合店铺2,43,9.5,耐克,869.0,2,鞋,跑步鞋,男,18Q1,8.6
AA4079-007,东北综合店铺2,41,8,耐克,869.0,2,鞋,跑步鞋,男,18Q1,8.6
AA4079-007,东北综合店铺2,44,10,耐克,869.0,1,鞋,跑步鞋,男,18Q1,8.6
AA4079-007,东北综合店铺2,44.5,10.5,耐克,869.0,1,鞋,跑步鞋,男,18Q1,8.6
AA4079-007,东北综合店铺2,42.5,9,耐克,869.0,2,鞋,跑步鞋,男,18Q1,8.6
AA4079-007,北京综合渠道,39,6.5,耐克,869.0,20,鞋,跑步鞋,男,18Q1,7.63
AA4079-007,北京综合渠道,43,9.5,耐克,869.0,20,鞋,跑步鞋,男,18Q1,7.63
AA4079-007,北京综合渠道,45,11,耐克,869.0,5,鞋,跑步鞋,男,18Q1,7.63
AA4079-007,北京综合渠道,41,8,耐克,869.0,20,鞋,跑步鞋,男,18Q1,7.63
AA4079-007,北京综合渠道,44,10,耐克,869.0,20,鞋,跑步鞋,男,18Q1,7.63
AA4079-007,北京综合渠道,40,7,耐克,869.0,20,鞋,跑步鞋,男,18Q1,7.63
AA4079-007,北京综合渠道,42,8.5,耐克,869.0,20,鞋,跑步鞋,男,18Q1,7.63
AA4079-007,北京综合渠道,44.5,10.5,耐克,869.0,5,鞋,跑步鞋,男,18Q1,7.63
AA4079-007,北京综合渠道,40.5,7.5,耐克,869.0,20,鞋,跑步鞋,男,18Q1,7.63
AA4079-007,北京综合渠道,42.5,9,耐克,869.0,20,鞋,跑步鞋,男,18Q1,7.63
897816-007,东北店铺2仓,42,8.5,耐克,1299.0,2,鞋,篮球鞋,男,18Q1,9.6
897816-007,东北店铺2仓,43,9.5,耐克,1299.0,3,鞋,篮球鞋,男,18Q1,9.6
897816-007,东北店铺2仓,44,10,耐克,1299.0,1,鞋,篮球鞋,男,18Q1,9.6
897816-007,东北店铺2仓,42.5,9,耐克,1299.0,2,鞋,篮球鞋,男,18Q1,9.6
897816-007,东北店铺2仓,10.5,10.5,耐克,1299.0,1,鞋,篮球鞋,男,18Q1,9.6
897816-007,海南滔博,42,8.5,耐克,1299.0,2,鞋,篮球鞋,男,18Q1,6.2
897816-007,海南滔博,43,9.5,耐克,1299.0,4,鞋,篮球鞋,男,18Q1,6.2
897816-007,海南滔博,40.5,7.5,耐克,1299.0,3,鞋,篮球鞋,男,18Q1,6.2
897816-007,海南滔博,44,10,耐克,1299.0,1,鞋,篮球鞋,男,18Q1,6.2
897816-007,海南滔博,41,8,耐克,1299.0,1,鞋,篮球鞋,男,18Q1,6.2
897816-007,海南滔博,42.5,9,耐克,1299.0,5,鞋,篮球鞋,男,18Q1,6.2
897816-007,海南滔博,10.5,10.5,耐克,1299.0,2,鞋,篮球鞋,男,18Q1,6.2
897816-007,武汉渠道,42,8.5,耐克,1299.0,1,鞋,篮球鞋,男,18Q1,6.3
897816-007,武汉渠道,43,9.5,耐克,1299.0,1,鞋,篮球鞋,男,18Q1,6.3
897816-007,武汉渠道,45,11,耐克,1299.0,1,鞋,篮球鞋,男,18Q1,6.3
897816-007,华东耐克渠道,44.5,44.5,耐克,1299.0,8,鞋,篮球鞋,男,18Q1,7.1
897816-007,华东耐克渠道,42,8.5,耐克,1299.0,2,鞋,篮球鞋,男,18Q1,7.1
897816-007,华东耐克渠道,43,9.5,耐克,1299.0,4,鞋,篮球鞋,男,18Q1,7.1
897816-007,华东耐克渠道,40.5,7.5,耐克,1299.0,5,鞋,篮球鞋,男,18Q1,7.1
897816-007,华东耐克渠道,45,11,耐克,1299.0,2,鞋,篮球鞋,男,18Q1,7.1
897816-007,华东耐克渠道,44,10,耐克,1299.0,4,鞋,篮球鞋,男,18Q1,7.1
897816-007,华东耐克渠道,41,8,耐克,1299.0,8,鞋,篮球鞋,男,18Q1,7.1
897816-007,华东耐克渠道,40,7,耐克,1299.0,4,鞋,篮球鞋,男,18Q1,7.1
897816-007,华东耐克渠道,42.5,9,耐克,1299.0,3,鞋,篮球鞋,男,18Q1,7.1
897816-007,华东耐克渠道,47.5,47.5,耐克,1299.0,2,鞋,篮球鞋,男,18Q1,7.1
897816-007,华东耐克渠道,46,46,耐克,1299.0,9,鞋,篮球鞋,男,18Q1,7.1
AA2426-026,华东耐克渠道,42.5,9,耐克,1299.0,7,鞋,篮球鞋,男,18Q1,7.1
AA2426-026,华东耐克渠道,42,8.5,耐克,1299.0,7,鞋,篮球鞋,男,18Q1,7.1
AA2426-026,华东耐克渠道,43,9.5,耐克,1299.0,10,鞋,篮球鞋,男,18Q1,7.1
AA2426-026,华东耐克渠道,45,11,耐克,1299.0,5,鞋,篮球鞋,男,18Q1,7.1
AA2426-026,华东耐克渠道,44.5,10.5,耐克,1299.0,2,鞋,篮球鞋,男,18Q1,7.1
AA2426-026,华东耐克渠道,44,10,耐克,1299.0,3,鞋,篮球鞋,男,18Q1,7.1
AA2426-026,华东耐克渠道,41,41,耐克,1299.0,4,鞋,篮球鞋,男,18Q1,7.1
AA2426-026,华东耐克渠道,46,46,耐克,1299.0,5,鞋,篮球鞋,男,18Q1,7.1
AA2426-026,华东耐克渠道,47.5,47.5,耐克,1299.0,5,鞋,篮球鞋,男,18Q1,7.1
AA2426-026,华东耐克渠道,40.5,40.5,耐克,1299.0,7,鞋,篮球鞋,男,18Q1,7.1
AH8046-200,华东耐克渠道,40.5,40.5,耐克,949.0,3,鞋,跑步鞋,男,18Q1,7.1
AH8046-200,华东耐克渠道,40,40,耐克,949.0,8,鞋,跑步鞋,男,18Q1,7.1
AH8046-200,华东耐克渠道,41,41,耐克,949.0,10,鞋,跑步鞋,男,18Q1,7.1
AH8046-200,华东耐克渠道,42,42,耐克,949.0,9,鞋,跑步鞋,男,18Q1,7.1
AH8046-200,华东耐克渠道,43,43,耐克,949.0,10,鞋,跑步鞋,男,18Q1,7.1
AH8046-200,华东耐克渠道,44,44,耐克,949.0,5,鞋,跑步鞋,男,18Q1,7.1
AH8046-200,华东耐克渠道,45,45,耐克,949.0,5,鞋,跑步鞋,男,18Q1,7.1
AH8046-200,华东耐克渠道,46,46,耐克,949.0,10,鞋,跑步鞋,男,18Q1,7.1
AH8046-200,华东耐克渠道,39,39,耐克,949.0,9,鞋,跑步鞋,男,18Q1,7.1
AH8046-200,华东耐克渠道,44.5,44.5,耐克,949.0,8,鞋,跑步鞋,男,18Q1,7.1
AH8046-200,华东耐克渠道,42.5,42.5,耐克,949.0,9,鞋,跑步鞋,男,18Q1,7.1
AH8046-200,华东耐克渠道,38.5,38.5,耐克,949.0,7,鞋,跑步鞋,男,18Q1,7.1
AH8046-200,浙江小童渠道,42.5,42.5,耐克,949.0,8,鞋,跑步鞋,男,18Q1,7.6
AH8046-200,浙江小童渠道,38.5,38.5,耐克,949.0,4,鞋,跑步鞋,男,18Q1,7.6
AH8046-200,浙江小童渠道,40.5,40.5,耐克,949.0,9,鞋,跑步鞋,男,18Q1,7.6
AH8046-200,浙江小童渠道,44,44,耐克,949.0,7,鞋,跑步鞋,男,18Q1,7.6
AH8046-200,浙江小童渠道,43,43,耐克,949.0,5,鞋,跑步鞋,男,18Q1,7.6
AH8046-200,浙江小童渠道,42,42,耐克,949.0,6,鞋,跑步鞋,男,18Q1,7.6
AH8046-200,浙江小童渠道,41,41,耐克,949.0,9,鞋,跑步鞋,男,18Q1,7.6
AH8046-200,浙江小童渠道,40,40,耐克,949.0,8,鞋,跑步鞋,男,18Q1,7.6
AH8046-200,浙江小童渠道,39,39,耐克,949.0,6,鞋,跑步鞋,男,18Q1,7.6
AH8046-200,浙江小童渠道,45,45,耐克,949.0,8,鞋,跑步鞋,男,18Q1,7.6
AH8046-200,浙江小童渠道,46,46,耐克,949.0,3,鞋,跑步鞋,男,18Q1,7.6
AH8046-200,浙江小童渠道,44.5,44.5,耐克,949.0,6,鞋,跑步鞋,男,18Q1,7.6
866066-100,华东耐克渠道,40,40,耐克,1499.0,9,鞋,高尔夫球鞋,男,18Q1,7.1
866066-100,华东耐克渠道,42.5,42.5,耐克,1499.0,6,鞋,高尔夫球鞋,男,18Q1,7.1
866066-100,华东耐克渠道,47.5,47.5,耐克,1499.0,3,鞋,高尔夫球鞋,男,18Q1,7.1
866066-100,华东耐克渠道,44.5,44.5,耐克,1499.0,2,鞋,高尔夫球鞋,男,18Q1,7.1
866066-100,华东耐克渠道,44,44,耐克,1499.0,2,鞋,高尔夫球鞋,男,18Q1,7.1
866066-100,华东耐克渠道,43,43,耐克,1499.0,2,鞋,高尔夫球鞋,男,18Q1,7.1
866066-100,华东耐克渠道,42,42,耐克,1499.0,2,鞋,高尔夫球鞋,男,18Q1,7.1
866066-100,华东耐克渠道,41,41,耐克,1499.0,4,鞋,高尔夫球鞋,男,18Q1,7.1
866066-100,华东耐克渠道,45,45,耐克,1499.0,9,鞋,高尔夫球鞋,男,18Q1,7.1
866066-100,华东耐克渠道,40.5,40.5,耐克,1499.0,5,鞋,高尔夫球鞋,男,18Q1,7.1
924478-201,华东耐克渠道,42.5,42.5,耐克,1249.0,8,鞋,跑步鞋,男,18Q1,7.1
924478-201,华东耐克渠道,44.5,44.5,耐克,1249.0,2,鞋,跑步鞋,男,18Q1,7.1
924478-201,华东耐克渠道,40.5,40.5,耐克,1249.0,3,鞋,跑步鞋,男,18Q1,7.1
924478-201,华东耐克渠道,45,45,耐克,1249.0,5,鞋,跑步鞋,男,18Q1,7.1
924478-201,华东耐克渠道,46,46,耐克,1249.0,6,鞋,跑步鞋,男,18Q1,7.1
924478-201,华东耐克渠道,39,39,耐克,1249.0,6,鞋,跑步鞋,男,18Q1,7.1
924478-201,华东耐克渠道,40,40,耐克,1249.0,9,鞋,跑步鞋,男,18Q1,7.1
924478-201,华东耐克渠道,42,42,耐克,1249.0,10,鞋,跑步鞋,男,18Q1,7.1
924478-201,华东耐克渠道,41,41,耐克,1249.0,3,鞋,跑步鞋,男,18Q1,7.1
924478-201,华东耐克渠道,44,44,耐克,1249.0,6,鞋,跑步鞋,男,18Q1,7.1
924478-201,华东耐克渠道,43,43,耐克,1249.0,4,鞋,跑步鞋,男,18Q1,7.1
859554-004,华东耐克渠道,42.5,42.5,耐克,1099.0,8,鞋,跑步鞋,男,18Q1,7.1
859554-004,华东耐克渠道,40.5,40.5,耐克,1099.0,4,鞋,跑步鞋,男,18Q1,7.1
859554-004,华东耐克渠道,46,46,耐克,1099.0,10,鞋,跑步鞋,男,18Q1,7.1
859554-004,华东耐克渠道,45,45,耐克,1099.0,8,鞋,跑步鞋,男,18Q1,7.1
859554-004,华东耐克渠道,41,41,耐克,1099.0,7,鞋,跑步鞋,男,18Q1,7.1
859554-004,华东耐克渠道,40,40,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,7.1
859554-004,华东耐克渠道,43,43,耐克,1099.0,10,鞋,跑步鞋,男,18Q1,7.1
859554-004,华东耐克渠道,42,42,耐克,1099.0,8,鞋,跑步鞋,男,18Q1,7.1
AA3857-900,东北综合店铺2,9,9,耐克,1599.0,2,鞋,篮球鞋,男,18Q1,8.6
AA3857-900,东北综合店铺2,8,8,耐克,1599.0,2,鞋,篮球鞋,男,18Q1,8.6
AA3857-900,东北综合店铺2,8.5,8.5,耐克,1599.0,4,鞋,篮球鞋,男,18Q1,8.6
AA3857-900,东北综合店铺2,7.5,7.5,耐克,1599.0,1,鞋,篮球鞋,男,18Q1,8.6
AA3857-900,东北综合店铺2,9.5,9.5,耐克,1599.0,5,鞋,篮球鞋,男,18Q1,8.6
AA3857-900,东北综合店铺2,10.5,10.5,耐克,1599.0,1,鞋,篮球鞋,男,18Q1,8.6
AO0298-114,华东耐克渠道,42.5,42.5,耐克,769.0,10,鞋,板鞋/休闲鞋,男,18Q1,7.1
AO0298-114,华东耐克渠道,44.5,44.5,耐克,769.0,9,鞋,板鞋/休闲鞋,男,18Q1,7.1
AO0298-114,华东耐克渠道,46,46,耐克,769.0,6,鞋,板鞋/休闲鞋,男,18Q1,7.1
AO0298-114,华东耐克渠道,45,45,耐克,769.0,8,鞋,板鞋/休闲鞋,男,18Q1,7.1
AO0298-114,华东耐克渠道,44,44,耐克,769.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.1
AO0298-114,华东耐克渠道,43,43,耐克,769.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.1
AO0298-114,华东耐克渠道,42,42,耐克,769.0,8,鞋,板鞋/休闲鞋,男,18Q1,7.1
AO0298-114,华东耐克渠道,39,39,耐克,769.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.1
AO0298-114,浙江小童渠道,44.5,44.5,耐克,769.0,6,鞋,板鞋/休闲鞋,男,18Q1,7.6
AO0298-114,浙江小童渠道,43,43,耐克,769.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.6
AO0298-114,浙江小童渠道,45,45,耐克,769.0,5,鞋,板鞋/休闲鞋,男,18Q1,7.6
AO0298-114,浙江小童渠道,44,44,耐克,769.0,6,鞋,板鞋/休闲鞋,男,18Q1,7.6
AO0298-114,浙江小童渠道,39,39,耐克,769.0,7,鞋,板鞋/休闲鞋,男,18Q1,7.6
AO0298-114,浙江小童渠道,42,42,耐克,769.0,9,鞋,板鞋/休闲鞋,男,18Q1,7.6
AO0298-114,浙江小童渠道,46,46,耐克,769.0,5,鞋,板鞋/休闲鞋,男,18Q1,7.6
AO0298-114,浙江小童渠道,42.5,42.5,耐克,769.0,8,鞋,板鞋/休闲鞋,男,18Q1,7.6
866066-002,华东耐克渠道,47.5,47.5,耐克,1499.0,9,鞋,高尔夫球鞋,男,18Q1,7.1
866066-002,华东耐克渠道,41,41,耐克,1499.0,4,鞋,高尔夫球鞋,男,18Q1,7.1
866066-002,华东耐克渠道,40,40,耐克,1499.0,9,鞋,高尔夫球鞋,男,18Q1,7.1
866066-002,华东耐克渠道,46,46,耐克,1499.0,2,鞋,高尔夫球鞋,男,18Q1,7.1
866066-002,华东耐克渠道,42,42,耐克,1499.0,8,鞋,高尔夫球鞋,男,18Q1,7.1
866066-002,华东耐克渠道,43,43,耐克,1499.0,8,鞋,高尔夫球鞋,男,18Q1,7.1
866066-002,华东耐克渠道,44,44,耐克,1499.0,7,鞋,高尔夫球鞋,男,18Q1,7.1
866066-002,华东耐克渠道,45,45,耐克,1499.0,6,鞋,高尔夫球鞋,男,18Q1,7.1
866066-002,华东耐克渠道,42.5,42.5,耐克,1499.0,2,鞋,高尔夫球鞋,男,18Q1,7.1
866066-002,华东耐克渠道,40.5,40.5,耐克,1499.0,9,鞋,高尔夫球鞋,男,18Q1,7.1
866066-002,华东耐克渠道,44.5,44.5,耐克,1499.0,5,鞋,高尔夫球鞋,男,18Q1,7.1
859554-201,华东耐克渠道,42.5,42.5,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,7.1
859554-201,华东耐克渠道,40.5,40.5,耐克,1099.0,8,鞋,跑步鞋,男,18Q1,7.1
859554-201,华东耐克渠道,41,41,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,7.1
859554-201,华东耐克渠道,42,42,耐克,1099.0,5,鞋,跑步鞋,男,18Q1,7.1
859554-201,华东耐克渠道,40,40,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,7.1
859554-201,华东耐克渠道,39,39,耐克,1099.0,5,鞋,跑步鞋,男,18Q1,7.1
859554-201,华东耐克渠道,44,44,耐克,1099.0,6,鞋,跑步鞋,男,18Q1,7.1
859554-201,华东耐克渠道,43,43,耐克,1099.0,4,鞋,跑步鞋,男,18Q1,7.1
859554-201,华东耐克渠道,46,46,耐克,1099.0,5,鞋,跑步鞋,男,18Q1,7.1
859554-201,华东耐克渠道,45,45,耐克,1099.0,9,鞋,跑步鞋,男,18Q1,7.1
859554-201,华东耐克渠道,44.5,44.5,耐克,1099.0,10,鞋,跑步鞋,男,18Q1,7.1
AA8030-010,华东耐克渠道,39,39,耐克,999.0,6,鞋,网球鞋,男,18Q1,7.1
AA8030-010,华东耐克渠道,45,45,耐克,999.0,6,鞋,网球鞋,男,18Q1,7.1
AA8030-010,华东耐克渠道,44,44,耐克,999.0,3,鞋,网球鞋,男,18Q1,7.1
AA8030-010,华东耐克渠道,46,46,耐克,999.0,4,鞋,网球鞋,男,18Q1,7.1
AA8030-010,华东耐克渠道,41,41,耐克,999.0,4,鞋,网球鞋,男,18Q1,7.1
